FirstName,LastName,ProductName,Price,Quantity,TotalPrice,OrderDate
Selin,Polat,Baklava,211.28,10,2112.8,2024-01-19
Ahmet,Yılmaz,Baklava,279.98,3,839.94,2024-03-15
Fatma,Öztürk,Çavdar Ekmeği,490.9,7,3436.3,2024-02-09
Mehmet,Yılmaz,Kıymalı Börek,119.96,2,239.92,2024-08-29
Serkan,Aydın,Meyveli Pasta,148.96,10,1489.6,2024-01-02
Zeynep,Kılıç,Simit,48.41,3,145.23,2024-09-07
Hüseyin,Özkan,Simit,465.04,5,2325.2,2024-02-28
Ali,Kara,Pastane Kurabiyesi,311.21,6,1867.26,2024-08-10
Ahmet,Taş,Yaş Pasta,42.28,9,380.52,2024-04-03
Onur,Polat,Tam Buğday Ekmeği,432.65,10,4326.5,2024-09-25
Mehmet,Yavuz,Şöbiyet,401.4,9,3612.6,2024-06-10
Hüseyin,Şahin,Peynirli Börek,47.61,9,428.49,2024-07-11
Selin,Kılıç,Köy Ekmeği,401.55,1,401.55,2024-08-30
Yusuf,Tekin,Tereyağlı Kurabiye,144.15,8,1153.2,2024-07-21
Onur,Doğan,Ispanaklı Börek,348.08,1,348.08,2024-04-19
Emine,Kılıç,Peynirli Börek,359.33,10,3593.3,2024-01-24
Emine,Şahin,Çikolatalı Pasta,447.75,10,4477.5,2024-05-01
Yusuf,Aksoy,Kuru Pasta,370.36,2,740.72,2024-03-31
Serkan,Taş,Şöbiyet,273.35,1,273.35,2024-07-19
Serkan,Yılmaz,Şöbiyet,163.63,9,1472.67,2024-07-10
Selin,Koç,Tam Buğday Ekmeği,16.69,7,116.83,2024-05-11
Cem,Kılıç,Yaş Pasta,443.38,4,1773.52,2024-04-21
Kemal,Özkan,Meyveli Pasta,50.09,8,400.72,2024-03-09
Onur,Yıldız,Karamelli Pasta,149.94,3,449.82,2024-02-21
Onur,Yavuz,Kazandibi,283.95,10,2839.5,2024-01-17
Hüseyin,Öztürk,Karamelli Pasta,297.09,10,2970.9,2024-09-30
Emine,Aydın,Patatesli Börek,157.03,9,1413.27,2024-05-08
Fatma,Erdoğan,Revani,166.65,10,1666.5,2024-06-05
Hasan,Kara,Karamelli Pasta,86.72,1,86.72,2024-09-19
Aslı,Aksoy,Kazandibi,56.88,10,568.8,2024-06-13
Kemal,Yılmaz,Tam Buğday Ekmeği,467.9,3,1403.7,2024-08-27
Cem,Çelik,Pastane Kurabiyesi,486.34,3,1459.02,2024-04-22
Kemal,Şahin,Kadayıf,487.21,2,974.42,2024-02-28
Emine,Koç,Revani,115.28,10,1152.8,2024-04-03
Cem,Aydın,Baklava,249.41,6,1496.46,2024-04-15
Elif,Tekin,Simit,369.38,2,738.76,2024-01-24
Fatma,Tekin,Kıymalı Börek,175.15,2,350.3,2024-04-29
Fatma,Öztürk,Sarma,270.35,7,1892.45,2024-04-01
Ayşe,Erdoğan,Karamelli Pasta,355.77,5,1778.85,2024-04-09
Ahmet,Doğan,Su Böreği,485.46,6,2912.76,2024-06-24
Emine,Yavuz,Peynirli Börek,230.62,9,2075.58,2024-02-27
Selin,Polat,Çavdar Ekmeği,184.97,5,924.85,2024-03-15
Murat,Yavuz,Çikolatalı Kurabiye,161.8,9,1456.2,2024-01-23
Aslı,Güneş,Patatesli Börek,391.72,9,3525.48,2024-03-04
Hatice,Yavuz,Sütlaç,242.25,8,1938.0,2024-04-02
Aslı,Şahin,Sarma,20.5,3,61.5,2024-06-15
Emine,Kara,Sarma,340.25,3,1020.75,2024-09-13
Kemal,Tekin,Çikolatalı Pasta,126.6,6,759.6,2024-01-09
Selin,Doğan,Çikolatalı Pasta,104.32,9,938.88,2024-01-23
Yusuf,Öztürk,Poğaça,153.83,9,1384.47,2024-06-09
Onur,Tekin,Tam Buğday Ekmeği,192.8,7,1349.6,2024-02-27
Ali,Yıldız,Simit,429.98,2,859.96,2024-08-08
Cem,Yılmaz,Çavdar Ekmeği,308.81,6,1852.86,2024-05-20
Zeynep,Öztürk,Köy Ekmeği,66.19,1,66.19,2024-06-27
Serkan,Şahin,Kuru Pasta,56.26,8,450.08,2024-01-20
Cem,Özkan,Kuru Pasta,75.26,2,150.52,2024-01-23
Selin,Yılmaz,Çikolatalı Pasta,489.59,10,4895.9,2024-08-01
Fatma,Yavuz,Ispanaklı Börek,81.08,3,243.24,2024-07-22
Emine,Yılmaz,Simit,122.63,10,1226.3,2024-05-05
Cem,Aksoy,Meyveli Pasta,163.0,4,652.0,2024-06-27
Hatice,Kara,Meyveli Pasta,287.8,10,2878.0,2024-05-05
Cem,Arslan,Kazandibi,487.23,10,4872.3,2024-01-29
Hasan,Aydın,Kıymalı Börek,460.72,3,1382.16,2024-09-20
Elif,Kılıç,Tereyağlı Kurabiye,149.14,1,149.14,2024-01-30
Murat,Çelik,Sütlaç,232.71,1,232.71,2024-09-12
Hüseyin,Doğan,Şöbiyet,452.04,2,904.08,2024-03-15
Kemal,Doğan,Karamelli Pasta,170.2,2,340.4,2024-02-29
Ahmet,Kara,Çikolatalı Pasta,86.45,2,172.9,2024-02-14
Serkan,Yıldız,Çikolatalı Pasta,315.21,6,1891.26,2024-03-08
Hüseyin,Demir,Karamelli Pasta,220.74,9,1986.66,2024-01-02
Ayşe,Erdoğan,Kuru Pasta,323.61,2,647.22,2024-01-04
Fatma,Kara,Poğaça,104.15,10,1041.5,2024-07-13
Murat,Güneş,Sarma,176.39,5,881.95,2024-01-05
Serkan,Arslan,Baklava,141.1,6,846.6,2024-06-11
Elif,Tekin,Kadayıf,349.96,3,1049.88,2024-03-22
Cem,Aydın,Çikolatalı Pasta,202.36,8,1618.88,2024-01-14
Elif,Taş,Karamelli Pasta,80.41,7,562.87,2024-08-20
Aslı,Yıldız,Simit,48.92,5,244.6,2024-09-03
Kemal,Tekin,Karamelli Pasta,186.52,8,1492.16,2024-03-16
Hüseyin,Öztürk,Kıymalı Börek,109.3,4,437.2,2024-06-21
Hasan,Doğan,Poğaça,347.96,6,2087.76,2024-03-24
Emine,Arslan,Çikolatalı Pasta,349.09,5,1745.45,2024-06-30
Aslı,Kılıç,Çikolatalı Kurabiye,416.63,3,1249.89,2024-06-22
Cem,Güneş,Pastane Kurabiyesi,53.86,1,53.86,2024-06-24
Hüseyin,Yavuz,Çikolatalı Pasta,239.41,1,239.41,2024-02-15
Cem,Çelik,Kazandibi,291.6,9,2624.4,2024-02-15
Aslı,Demir,Su Böreği,112.82,5,564.1,2024-09-05
Selin,Demir,Peynirli Börek,37.51,10,375.1,2024-02-10
Hasan,Tekin,Baklava,194.3,6,1165.8,2024-06-17
Fatma,Tekin,Poğaça,114.2,10,1142.0,2024-04-23
Ahmet,Polat,Kuru Pasta,410.41,10,4104.1,2024-07-29
Selin,Taş,Revani,35.91,2,71.82,2024-01-21
Hasan,Yıldız,Yaş Pasta,273.83,3,821.49,2024-09-14
Onur,Aydın,Peynirli Börek,143.64,1,143.64,2024-01-13
Onur,Arslan,Köy Ekmeği,180.12,6,1080.72,2024-03-20
Fatma,Tekin,Poğaça,168.21,4,672.84,2024-06-26
Serkan,Güneş,Sütlaç,476.2,4,1904.8,2024-06-12
Kemal,Öztürk,Su Böreği,179.64,8,1437.12,2024-01-11
Hatice,Yılmaz,Çavdar Ekmeği,338.02,5,1690.1,2024-01-17
Elif,Koç,Kazandibi,237.93,4,951.72,2024-05-22
Hüseyin,Aksoy,Çikolatalı Kurabiye,328.36,5,1641.8,2024-03-27
Serkan,Aydın,Kadayıf,470.49,4,1881.96,2024-04-06
Elif,Kara,Açma,420.27,5,2101.35,2024-05-11
Cem,Şahin,Sütlaç,22.99,7,160.93,2024-07-15
Yusuf,Kılıç,Patatesli Börek,297.9,2,595.8,2024-07-29
Fatma,Yılmaz,Karamelli Pasta,235.38,6,1412.28,2024-05-26
Zeynep,Erdoğan,Kuru Pasta,402.52,6,2415.12,2024-01-08
Hüseyin,Erdoğan,Patatesli Börek,497.34,8,3978.72,2024-03-06
Emine,Aksoy,Meyveli Pasta,110.03,1,110.03,2024-07-29
Emine,Taş,Sütlaç,317.19,3,951.57,2024-07-07
Serkan,Polat,Sarma,54.48,1,54.48,2024-03-13
Ali,Yılmaz,Açma,289.44,4,1157.76,2024-06-11
Hasan,Taş,Meyveli Pasta,347.46,4,1389.84,2024-06-12
Mehmet,Şahin,Köy Ekmeği,479.66,8,3837.28,2024-05-15
Kemal,Kılıç,Çavdar Ekmeği,250.53,6,1503.18,2024-04-02
Elif,Öztürk,Kazandibi,142.13,8,1137.04,2024-08-20
Serkan,Güneş,Tam Buğday Ekmeği,65.94,1,65.94,2024-02-02
Emine,Demir,Tereyağlı Kurabiye,371.48,4,1485.92,2024-07-25
Fatma,Yılmaz,Meyveli Pasta,321.84,7,2252.88,2024-09-03
Elif,Aksoy,Pastane Kurabiyesi,146.81,3,440.43,2024-08-11
Ali,Koç,Tereyağlı Kurabiye,306.89,10,3068.9,2024-01-17
Hüseyin,Şahin,Pastane Kurabiyesi,492.74,1,492.74,2024-09-16
Ahmet,Öztürk,Pastane Kurabiyesi,36.27,4,145.08,2024-01-21
Ayşe,Çelik,Peynirli Börek,265.4,10,2654.0,2024-06-06
Mehmet,Demir,Sarma,107.58,9,968.22,2024-07-02
Zeynep,Aydın,Kıymalı Börek,139.02,9,1251.18,2024-06-18
Mehmet,Güneş,Açma,415.78,3,1247.34,2024-08-18
Ali,Güneş,Su Böreği,48.73,7,341.11,2024-06-24
Elif,Koç,Kuru Pasta,68.67,2,137.34,2024-03-20
Hatice,Güneş,Tam Buğday Ekmeği,373.46,4,1493.84,2024-09-14
Yusuf,Şahin,Tam Buğday Ekmeği,120.33,10,1203.3,2024-01-18
Rabia,Şahin,Açma,153.35,4,613.4,2024-06-13
Emine,Yıldız,Revani,144.89,7,1014.23,2024-05-06
Rabia,Yıldız,Tam Buğday Ekmeği,480.84,9,4327.56,2024-07-04
Elif,Aydın,Su Böreği,41.03,9,369.27,2024-01-06
Rabia,Erdoğan,Yaş Pasta,419.12,1,419.12,2024-04-03
Onur,Kılıç,Patatesli Börek,443.2,3,1329.6,2024-06-13
Yusuf,Özkan,Kuru Pasta,43.14,8,345.12,2024-06-25
Onur,Kara,Sarma,71.74,6,430.44,2024-08-21
Kemal,Yılmaz,Kazandibi,337.73,4,1350.92,2024-01-29
Rabia,Tekin,Pastane Kurabiyesi,431.08,8,3448.64,2024-03-10
Hatice,Kara,Meyveli Pasta,135.72,8,1085.76,2024-06-22
Rabia,Polat,Kazandibi,47.27,2,94.54,2024-07-11
Zeynep,Özkan,Tam Buğday Ekmeği,319.36,9,2874.24,2024-02-06
Ayşe,Polat,Meyveli Pasta,75.67,4,302.68,2024-07-01
Zeynep,Şahin,Kuru Pasta,410.4,1,410.4,2024-02-05
Emine,Kılıç,Su Böreği,215.78,10,2157.8,2024-01-15
Kemal,Arslan,Simit,194.86,3,584.58,2024-05-24
Hasan,Kılıç,Simit,455.75,2,911.5,2024-01-27
Ali,Kara,Patatesli Börek,355.28,3,1065.84,2024-03-13
Elif,Güneş,Sarma,479.17,1,479.17,2024-04-04
Yusuf,Kara,Açma,187.81,6,1126.86,2024-01-17
Aslı,Yavuz,Tam Buğday Ekmeği,211.92,8,1695.36,2024-06-07
Yusuf,Arslan,Yaş Pasta,321.51,9,2893.59,2024-01-06
Rabia,Arslan,Ispanaklı Börek,159.93,2,319.86,2024-01-05
Ahmet,Çelik,Sarma,450.5,9,4054.5,2024-01-01
Emine,Şahin,Tam Buğday Ekmeği,136.61,3,409.83,2024-08-13
Yusuf,Özkan,Kuru Pasta,157.4,3,472.2,2024-08-05
Kemal,Öztürk,Patatesli Börek,136.06,2,272.12,2024-04-05
Onur,Koç,Meyveli Pasta,487.72,9,4389.48,2024-02-12
Ali,Koç,Kadayıf,23.46,10,234.6,2024-06-07
Ahmet,Tekin,Kıymalı Börek,86.29,6,517.74,2024-02-03
Hasan,Doğan,Karamelli Pasta,124.61,2,249.22,2024-03-25
Zeynep,Tekin,Açma,224.37,1,224.37,2024-06-29
Ali,Erdoğan,Simit,124.96,5,624.8,2024-07-22
Selin,Şahin,Patatesli Börek,148.16,8,1185.28,2024-06-16
Ayşe,Erdoğan,Pastane Kurabiyesi,127.65,7,893.55,2024-07-02
Hatice,Şahin,Çavdar Ekmeği,106.9,8,855.2,2024-02-14
Selin,Yavuz,Kıymalı Börek,460.95,8,3687.6,2024-09-23
Fatma,Kılıç,Şöbiyet,400.11,2,800.22,2024-05-31
Fatma,Kılıç,Karamelli Pasta,425.51,5,2127.55,2024-07-05
Selin,Çelik,Tereyağlı Kurabiye,330.12,2,660.24,2024-04-13
Aslı,Özkan,Sütlaç,137.41,5,687.05,2024-07-26
Ali,Kara,Su Böreği,128.92,1,128.92,2024-04-20
Hatice,Çelik,Sütlaç,226.2,3,678.6,2024-06-02
Yusuf,Aksoy,Karamelli Pasta,153.76,7,1076.32,2024-04-19
Ahmet,Yıldız,Sarma,489.65,7,3427.55,2024-09-20
Murat,Demir,Poğaça,313.01,7,2191.07,2024-05-09
Hüseyin,Şahin,Poğaça,287.77,1,287.77,2024-07-29
Mehmet,Taş,Tereyağlı Kurabiye,475.67,5,2378.35,2024-08-14
Emine,Kılıç,Sarma,250.43,7,1753.01,2024-04-17
Hüseyin,Yılmaz,Tam Buğday Ekmeği,132.15,1,132.15,2024-04-19
Elif,Demir,Kıymalı Börek,493.47,9,4441.23,2024-03-06
Yusuf,Aydın,Meyveli Pasta,302.54,5,1512.7,2024-09-23
Ali,Özkan,Kuru Pasta,130.52,10,1305.2,2024-08-01
Murat,Polat,Sarma,392.37,1,392.37,2024-01-14
Fatma,Demir,Sütlaç,268.45,3,805.35,2024-01-04
Rabia,Tekin,Köy Ekmeği,177.19,4,708.76,2024-04-01
Emine,Aksoy,Patatesli Börek,453.72,1,453.72,2024-04-09
Ali,Erdoğan,Su Böreği,279.96,4,1119.84,2024-04-26
Ayşe,Demir,Patatesli Börek,362.24,5,1811.2,2024-08-15
Elif,Aksoy,Yaş Pasta,464.54,3,1393.62,2024-08-08
Onur,Kılıç,Baklava,492.09,10,4920.9,2024-04-04
Kemal,Kara,Sarma,92.15,2,184.3,2024-02-04
Elif,Şahin,Kıymalı Börek,304.51,9,2740.59,2024-09-30
Selin,Aydın,Baklava,250.17,7,1751.19,2024-06-07
Rabia,Koç,Çikolatalı Kurabiye,301.63,5,1508.15,2024-08-01
Mehmet,Güneş,Sütlaç,286.06,6,1716.36,2024-04-20
Onur,Polat,Sütlaç,334.96,5,1674.8,2024-08-21
Emine,Taş,Sarma,326.16,6,1956.96,2024-08-28
Mehmet,Yavuz,Peynirli Börek,226.11,4,904.44,2024-07-03
Mehmet,Şahin,Sarma,359.25,3,1077.75,2024-01-01
Emine,Demir,Açma,153.54,10,1535.4,2024-05-16
Ali,Polat,Revani,215.9,7,1511.3,2024-02-11
Onur,Taş,Sarma,471.47,1,471.47,2024-04-20
Ahmet,Demir,Karamelli Pasta,278.16,4,1112.64,2024-09-07
Mehmet,Öztürk,Köy Ekmeği,269.48,2,538.96,2024-05-18
Ayşe,Taş,Karamelli Pasta,497.0,10,4970.0,2024-02-10
Rabia,Yıldız,Patatesli Börek,71.18,7,498.26,2024-04-24
Rabia,Koç,Sarma,48.17,5,240.85,2024-08-19
Zeynep,Arslan,Poğaça,145.94,4,583.76,2024-04-01
Emine,Şahin,Su Böreği,356.98,10,3569.8,2024-01-28
Zeynep,Koç,Kıymalı Börek,206.88,3,620.64,2024-06-06
Elif,Demir,Baklava,77.89,10,778.9,2024-05-25
Cem,Çelik,Kuru Pasta,294.15,8,2353.2,2024-01-17
Kemal,Koç,Simit,406.12,7,2842.84,2024-05-25
Cem,Yılmaz,Yaş Pasta,46.99,2,93.98,2024-04-17
Rabia,Şahin,Su Böreği,421.47,6,2528.82,2024-07-18
Elif,Aksoy,Simit,474.61,2,949.22,2024-08-23
Ahmet,Arslan,Köy Ekmeği,220.06,10,2200.6,2024-03-02
Kemal,Aksoy,Köy Ekmeği,453.75,7,3176.25,2024-01-30
Hasan,Yavuz,Kıymalı Börek,410.84,4,1643.36,2024-07-18
Emine,Kılıç,Patatesli Börek,50.48,1,50.48,2024-08-10
Emine,Şahin,Pastane Kurabiyesi,156.3,3,468.9,2024-02-14
Ahmet,Yıldız,Köy Ekmeği,359.77,9,3237.93,2024-04-23
Selin,Kılıç,Çikolatalı Pasta,107.06,1,107.06,2024-02-14
Zeynep,Taş,Baklava,424.11,9,3816.99,2024-05-30
Murat,Aksoy,Su Böreği,236.57,5,1182.85,2024-07-27
Kemal,Tekin,Patatesli Börek,444.23,10,4442.3,2024-06-29
Yusuf,Aydın,Peynirli Börek,486.64,1,486.64,2024-05-15
Rabia,Yılmaz,Kazandibi,294.34,8,2354.72,2024-02-18
Selin,Demir,Köy Ekmeği,172.7,6,1036.2,2024-01-07
Onur,Aydın,Kıymalı Börek,169.56,9,1526.04,2024-03-26
Serkan,Demir,Açma,22.87,1,22.87,2024-02-12
Murat,Kara,Açma,165.35,5,826.75,2024-07-13
Murat,Güneş,Su Böreği,276.74,2,553.48,2024-05-08
Ali,Doğan,Pastane Kurabiyesi,302.16,5,1510.8,2024-08-01
Elif,Yavuz,Açma,151.38,5,756.9,2024-04-05
Selin,Özkan,Şöbiyet,479.44,10,4794.4,2024-04-05
Ayşe,Aksoy,Kazandibi,230.0,6,1380.0,2024-06-09
Hatice,Yılmaz,Kazandibi,207.39,5,1036.95,2024-06-12
Hatice,Kılıç,Sarma,190.61,5,953.05,2024-09-01
Murat,Öztürk,Tam Buğday Ekmeği,64.94,9,584.46,2024-05-19
Serkan,Arslan,Çikolatalı Kurabiye,387.89,3,1163.67,2024-08-26
Ahmet,Yıldız,Peynirli Börek,73.77,2,147.54,2024-02-07
Onur,Taş,Peynirli Börek,387.29,5,1936.45,2024-09-06
Elif,Kara,Meyveli Pasta,293.57,10,2935.7,2024-09-21
Hatice,Çelik,Patatesli Börek,153.78,7,1076.46,2024-04-13
Kemal,Yılmaz,Poğaça,373.2,1,373.2,2024-08-22
Selin,Yılmaz,Sütlaç,230.95,2,461.9,2024-02-26
Ali,Aydın,Kadayıf,470.78,7,3295.46,2024-04-24
Hüseyin,Şahin,Poğaça,433.55,8,3468.4,2024-02-14
Ayşe,Polat,Yaş Pasta,71.75,9,645.75,2024-06-14
Kemal,Demir,Açma,195.01,5,975.05,2024-01-18
Fatma,Arslan,Çikolatalı Pasta,205.01,6,1230.06,2024-09-20
Ayşe,Öztürk,Baklava,177.16,9,1594.44,2024-08-22
Emine,Yılmaz,Açma,17.27,10,172.7,2024-04-26
Rabia,Arslan,Kadayıf,448.1,9,4032.9,2024-05-27
Selin,Kara,Kuru Pasta,323.38,8,2587.04,2024-01-14
Fatma,Aydın,Revani,199.86,10,1998.6,2024-08-21
Hasan,Yıldız,Köy Ekmeği,302.08,8,2416.64,2024-02-08
Aslı,Tekin,Açma,224.8,9,2023.2,2024-07-31
Zeynep,Koç,Pastane Kurabiyesi,243.81,7,1706.67,2024-05-02
Kemal,Tekin,Çikolatalı Kurabiye,22.75,9,204.75,2024-04-16
Ahmet,Kılıç,Karamelli Pasta,239.85,1,239.85,2024-05-17
Mehmet,Aydın,Sarma,79.18,2,158.36,2024-03-07
Aslı,Şahin,Köy Ekmeği,67.63,5,338.15,2024-08-20
Ali,Şahin,Simit,351.17,9,3160.53,2024-05-04
Onur,Aydın,Pastane Kurabiyesi,206.31,3,618.93,2024-08-15
Hasan,Yılmaz,Yaş Pasta,266.03,2,532.06,2024-05-06
Cem,Tekin,Meyveli Pasta,190.04,2,380.08,2024-09-14
Cem,Tekin,Şöbiyet,192.01,8,1536.08,2024-02-09
Rabia,Özkan,Meyveli Pasta,38.93,4,155.72,2024-04-17
Hasan,Erdoğan,Kıymalı Börek,436.98,4,1747.92,2024-03-11
Ali,Erdoğan,Kıymalı Börek,128.61,2,257.22,2024-07-07
Onur,Güneş,Simit,233.94,7,1637.58,2024-04-14
Murat,Demir,Tereyağlı Kurabiye,160.8,5,804.0,2024-03-01
Murat,Özkan,Kıymalı Börek,225.94,8,1807.52,2024-06-15
Rabia,Yıldız,Çavdar Ekmeği,240.43,1,240.43,2024-01-01
Rabia,Koç,Patatesli Börek,191.15,6,1146.9,2024-02-08
Ali,Kılıç,Baklava,213.05,9,1917.45,2024-05-11
Emine,Arslan,Yaş Pasta,29.63,1,29.63,2024-09-13
Ali,Polat,Peynirli Börek,386.86,3,1160.58,2024-09-13
Onur,Erdoğan,Meyveli Pasta,366.85,8,2934.8,2024-09-24
Ayşe,Taş,Su Böreği,461.53,6,2769.18,2024-02-28
Yusuf,Öztürk,Çavdar Ekmeği,219.48,9,1975.32,2024-05-26
Ali,Kara,Ispanaklı Börek,98.97,6,593.82,2024-07-04
Rabia,Aksoy,Tam Buğday Ekmeği,423.33,6,2539.98,2024-05-23
Hasan,Özkan,Poğaça,105.09,9,945.81,2024-03-29
Mehmet,Yıldız,Çikolatalı Kurabiye,70.25,1,70.25,2024-09-01
Mehmet,Güneş,Çikolatalı Kurabiye,170.05,10,1700.5,2024-03-30
Selin,Kara,Kazandibi,223.31,4,893.24,2024-06-23
Selin,Kılıç,Tereyağlı Kurabiye,427.27,10,4272.7,2024-06-28
Ayşe,Yılmaz,Şöbiyet,436.12,2,872.24,2024-07-07
Zeynep,Özkan,Patatesli Börek,428.91,9,3860.19,2024-02-08
Fatma,Yılmaz,Tereyağlı Kurabiye,290.81,2,581.62,2024-07-09
Rabia,Arslan,Patatesli Börek,122.73,10,1227.3,2024-04-22
Aslı,Özkan,Sarma,309.16,10,3091.6,2024-08-07
Ahmet,Çelik,Baklava,21.47,10,214.7,2024-04-16
Serkan,Özkan,Kıymalı Börek,408.7,9,3678.3,2024-09-03
Yusuf,Erdoğan,Karamelli Pasta,433.85,9,3904.65,2024-01-21
Yusuf,Güneş,Meyveli Pasta,316.14,6,1896.84,2024-05-03
Emine,Koç,Çikolatalı Kurabiye,379.58,7,2657.06,2024-02-03
Elif,Demir,Yaş Pasta,433.62,9,3902.58,2024-06-06
Yusuf,Kılıç,Pastane Kurabiyesi,181.6,3,544.8,2024-02-19
Hüseyin,Kılıç,Çikolatalı Pasta,184.03,1,184.03,2024-02-05
Yusuf,Yılmaz,Poğaça,373.04,8,2984.32,2024-05-13
Emine,Öztürk,Tereyağlı Kurabiye,47.28,5,236.4,2024-09-07
Cem,Demir,Sarma,370.51,10,3705.1,2024-08-27
Aslı,Kılıç,Tam Buğday Ekmeği,451.13,2,902.26,2024-03-29
Ali,Özkan,Çikolatalı Pasta,466.47,4,1865.88,2024-09-18
Hasan,Erdoğan,Pastane Kurabiyesi,304.92,10,3049.2,2024-01-22
Emine,Şahin,Meyveli Pasta,309.51,6,1857.06,2024-08-08
Kemal,Yıldız,Şöbiyet,100.67,2,201.34,2024-03-28
Selin,Demir,Kuru Pasta,457.08,3,1371.24,2024-07-05
Murat,Şahin,Açma,66.26,2,132.52,2024-04-30
Onur,Yıldız,Çavdar Ekmeği,304.14,4,1216.56,2024-08-10
Onur,Erdoğan,Çikolatalı Kurabiye,366.91,3,1100.73,2024-07-12
Ali,Özkan,Kadayıf,68.97,6,413.82,2024-02-14
Serkan,Erdoğan,Kuru Pasta,409.67,3,1229.01,2024-06-21
Ayşe,Demir,Kuru Pasta,201.44,7,1410.08,2024-06-27
Rabia,Doğan,Kıymalı Börek,206.62,4,826.48,2024-01-15
Serkan,Özkan,Kuru Pasta,262.75,7,1839.25,2024-01-26
Zeynep,Kara,Yaş Pasta,299.74,10,2997.4,2024-02-01
Ali,Taş,Peynirli Börek,364.63,8,2917.04,2024-08-13
Aslı,Yıldız,Köy Ekmeği,437.38,7,3061.66,2024-08-10
Aslı,Aydın,Patatesli Börek,335.79,6,2014.74,2024-01-12
Ahmet,Kara,Meyveli Pasta,429.21,1,429.21,2024-05-18
Mehmet,Yavuz,Yaş Pasta,238.09,10,2380.9,2024-03-26
Mehmet,Aksoy,Poğaça,99.81,7,698.67,2024-07-15
Serkan,Doğan,Çikolatalı Pasta,346.04,8,2768.32,2024-02-28
Kemal,Özkan,Sarma,212.08,2,424.16,2024-08-01
Emine,Erdoğan,Sarma,56.3,2,112.6,2024-03-29
Serkan,Yılmaz,Karamelli Pasta,114.5,3,343.5,2024-03-19
Aslı,Doğan,Açma,141.57,6,849.42,2024-02-11
Onur,Erdoğan,Revani,332.09,7,2324.63,2024-01-26
Hasan,Yılmaz,Şöbiyet,395.18,5,1975.9,2024-01-11
Aslı,Tekin,Köy Ekmeği,449.27,4,1797.08,2024-04-29
Murat,Koç,Yaş Pasta,145.86,9,1312.74,2024-06-21
Fatma,Demir,Simit,163.22,1,163.22,2024-01-05
Cem,Polat,Çikolatalı Pasta,15.62,8,124.96,2024-06-13
Hüseyin,Aksoy,Meyveli Pasta,225.91,9,2033.19,2024-04-06
Onur,Taş,Ispanaklı Börek,440.5,1,440.5,2024-09-13
Hatice,Çelik,Patatesli Börek,408.35,9,3675.15,2024-08-07
Onur,Yıldız,Meyveli Pasta,357.74,5,1788.7,2024-06-28
Onur,Güneş,Yaş Pasta,17.64,1,17.64,2024-07-14
Selin,Doğan,Karamelli Pasta,177.88,1,177.88,2024-01-06
Selin,Çelik,Kadayıf,137.11,3,411.33,2024-03-14
Selin,Taş,Revani,283.75,4,1135.0,2024-09-04
Elif,Arslan,Simit,423.89,8,3391.12,2024-04-05
Fatma,Kılıç,Tam Buğday Ekmeği,163.05,2,326.1,2024-05-14
Elif,Kara,Kuru Pasta,355.11,10,3551.1,2024-04-03
Kemal,Yıldız,Kıymalı Börek,203.27,3,609.81,2024-07-28
Murat,Tekin,Yaş Pasta,349.49,8,2795.92,2024-09-11
Zeynep,Aydın,Çikolatalı Pasta,343.41,4,1373.64,2024-01-11
Hatice,Erdoğan,Şöbiyet,199.35,3,598.05,2024-05-28
Serkan,Yılmaz,Patatesli Börek,100.08,7,700.56,2024-05-22
Rabia,Yılmaz,Çikolatalı Pasta,80.58,9,725.22,2024-01-27
Cem,Polat,Çikolatalı Kurabiye,223.63,8,1789.04,2024-09-02
Serkan,Taş,Çavdar Ekmeği,140.04,9,1260.36,2024-06-26
Hatice,Şahin,Köy Ekmeği,406.35,1,406.35,2024-02-21
Zeynep,Yılmaz,Açma,472.07,8,3776.56,2024-08-15
Emine,Özkan,Şöbiyet,412.23,4,1648.92,2024-03-01
Serkan,Polat,Karamelli Pasta,85.65,1,85.65,2024-07-07
Hatice,Kara,Pastane Kurabiyesi,64.13,10,641.3,2024-06-19
Rabia,Öztürk,Açma,93.66,5,468.3,2024-07-22
Ali,Taş,Sütlaç,94.0,9,846.0,2024-01-21
Mehmet,Yılmaz,Sütlaç,314.05,2,628.1,2024-06-16
Cem,Kara,Köy Ekmeği,464.09,10,4640.9,2024-01-26
Ayşe,Erdoğan,Tereyağlı Kurabiye,241.22,7,1688.54,2024-03-20
Fatma,Koç,Tam Buğday Ekmeği,97.78,4,391.12,2024-06-19
Murat,Polat,Açma,307.64,4,1230.56,2024-07-15
Onur,Koç,Sarma,478.67,2,957.34,2024-07-24
Murat,Tekin,Patatesli Börek,53.91,1,53.91,2024-07-30
Hüseyin,Kara,Çavdar Ekmeği,380.98,6,2285.88,2024-04-08
Ayşe,Erdoğan,Çavdar Ekmeği,423.67,10,4236.7,2024-01-16
Rabia,Koç,Yaş Pasta,230.31,2,460.62,2024-01-27
Yusuf,Kılıç,Çavdar Ekmeği,16.31,7,114.17,2024-09-29
Yusuf,Kara,Kazandibi,435.58,8,3484.64,2024-02-09
Murat,Arslan,Karamelli Pasta,57.13,1,57.13,2024-08-16
Serkan,Aydın,Ispanaklı Börek,283.06,5,1415.3,2024-09-10
Hatice,Arslan,Su Böreği,299.87,9,2698.83,2024-09-12
